customerID,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
CUST04227,2.7919624431863945,75.4687209855733,271.1984009531874,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04228,69.14309879335121,80.75451551509245,5561.419950016052,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
CUST04229,1.3422476203970075,68.76608720987554,82.60277688413596,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04230,71.97844344394433,115.33445821642472,8423.712627285122,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST04231,10.818634966383822,73.49641331805489,789.8620448949499,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04232,71.22501681170215,80.56222832873578,5719.5379762137245,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No
CUST04233,1.1441547650751769,69.68698458339678,41.12608439927284,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
CUST04234,32.98561546700533,59.6025149371853,2015.1431998107487,Female,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
CUST04235,16.057949407640468,18.970273588968826,352.9519020799598,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST04236,55.925239146174434,95.35845977671168,5482.270941445997,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,No
CUST04237,0.33045080534713867,19.326886455829996,24.73533448518205,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
CUST04238,5.069961400310079,70.13352983566195,355.7224595386695,Male,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST04239,57.19211936581304,19.22732210522258,1038.58398837233,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST04240,55.8278986282181,36.42675380641882,1928.7881811995492,Male,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),No
CUST04241,7.897819292744897,93.61005195755223,764.4951200798987,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST04242,22.191837566883255,60.68872924095463,1411.4671273164606,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,Yes
CUST04243,0.9915044852653172,19.367808518638746,46.19254093070856,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST04244,40.18049885896838,64.49326278296971,2468.537860219706,Female,No,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No
CUST04245,46.023947525012034,19.4411825666556,839.9248634966077,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
CUST04246,63.08255242805234,19.794626391655303,1276.2605183270048,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST04247,68.02695925180903,109.74464939695117,7445.567045577561,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
CUST04248,69.0721853352626,106.15342529446673,7259.621551591425,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST04249,55.94445702742624,90.0871625914873,5118.42827352777,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,No
CUST04250,9.894524747980789,65.6886408540614,686.8039400013394,Female,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,No
CUST04251,63.18753578311509,104.40760694132877,6606.533434974919,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),No
CUST04252,23.99242230458603,52.59536492188767,1176.9589480773789,Female,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,No
CUST04253,18.9751867981935,55.685872990975874,1041.1858500015876,Female,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No
CUST04254,22.01294542015719,88.59472772796732,1907.2170333467247,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,No
CUST04255,28.83173365711154,84.20407577914877,2492.142998993206,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04256,12.554775997470578,75.67467641270306,1010.565245230315,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,Yes
CUST04257,70.12862332328514,25.832638904661916,2035.9791342190485,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
CUST04258,49.131931235834976,99.28582934951923,5028.7968721752695,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,No
CUST04259,42.90058592897893,109.22940244453721,4833.569635164811,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,Yes
CUST04260,3.16321410224564,19.75054967681226,33.778730809647655,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST04261,42.3537242514188,73.39631809135551,3063.7035108349196,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,No
CUST04262,57.24787237978153,54.45478247530166,3132.9853764154295,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,No
CUST04263,2.008370425018526,66.41513185865104,67.99089218514433,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes
CUST04264,72.21427954784504,115.02187112610387,8324.210906691484,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No
CUST04265,45.84096321723221,104.62282678472164,4835.461336785852,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST04266,65.75044859651129,100.5827083453622,6827.771580613483,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST04267,61.83752030527743,101.75053134672629,6524.490694844583,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,Yes
CUST04268,72.0664718433238,91.32809340447498,6651.869783222565,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST04269,35.35897976409793,89.51903883912891,3155.908194281593,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,No
CUST04270,16.81151354536227,90.31305197642047,1415.4391374789482,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),Yes
CUST04271,71.88256077928402,92.30800392645583,6809.850297821906,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No
CUST04272,27.925171050125307,20.025775974636893,541.1571555139809,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST04273,56.02968515673129,25.55379321519839,1342.381957665157,Male,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),Yes
CUST04274,30.880392814310106,79.30238698980007,2413.713237753488,Female,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes
CUST04275,44.65918688451077,18.45534685016952,850.2409287229929,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
CUST04276,0.7362697568144085,25.504262339437258,26.278902255389742,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
CUST04277,2.0399976957670187,49.396357702379746,114.59661987203165,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,Yes
CUST04278,6.497191643285342,21.536808845926345,95.76125679365097,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
CUST04279,47.96020715695585,97.1712712186893,4715.315584334942,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No
CUST04280,24.592559790320152,25.536054425307338,572.4499212541492,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
CUST04281,64.04145009186605,20.093693767872825,1273.9493220292584,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
CUST04282,49.779485486110104,35.082766751984956,1775.522377792508,Male,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No
CUST04283,52.40991788783747,101.68431718624302,5246.653525294509,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),No
CUST04284,3.570052927432108,70.26081221883405,288.44519301657726,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST04285,32.39007722539571,91.05061034489906,2884.74168419299,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No
CUST04286,44.63072389971797,73.60194950786841,3344.8733828477402,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),No
CUST04287,9.341147213745993,87.68711706093863,799.6065324241816,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No
CUST04288,65.98771412255357,106.12225950883918,6960.504354488967,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes
CUST04289,3.058026900784211,91.68265532411603,256.0245922781833,Male,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes
CUST04290,54.03429286913924,20.411461206692923,1107.657705242434,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST04291,0.7577693896731315,40.14140284677594,45.16259763217226,Female,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
CUST04292,63.24620282322468,110.67714162804499,6967.580382434241,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No
CUST04293,31.12264398816355,73.6400606386188,2197.101407369292,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04294,14.278297972006133,89.62736222536546,1144.356333838194,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
CUST04295,11.965045511504702,85.67961577432047,991.7538682398189,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),No
CUST04296,66.90819576695532,61.16270319029619,4139.781148167011,Male,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No
CUST04297,34.97102727621847,72.32341334564939,2590.3250178346893,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,Yes
CUST04298,44.79264106435626,73.11546693125065,3373.9819806684814,Female,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,No
CUST04299,9.963811329377258,45.654284933265295,484.3482530232032,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No
CUST04300,28.808763621364132,58.34256918455423,1740.9361824640278,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST04301,23.724132783568617,24.75430688144643,604.8640884271448,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
CUST04302,65.77609059579083,19.728243725769993,1365.7974649968103,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
CUST04303,51.27450916526702,86.05358301233827,4278.321201960435,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,No
CUST04304,44.93199028504612,25.668376738723833,1160.8295576178637,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No
CUST04305,48.86547390615176,19.302524169593482,923.4391564420274,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
CUST04306,28.58307150683384,19.29045109210026,467.1910391314068,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No
CUST04307,39.921948403844205,110.11160017997692,4464.00457910393,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
CUST04308,37.360438079077795,96.61708024094432,3561.7605066062583,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST04309,24.956624448832688,69.65676512661192,1734.23782172193,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
CUST04310,22.075337694634438,50.85051785038929,1078.4091189516323,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No
CUST04311,72.29156336382663,65.50781404683359,4539.364369384863,Male,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST04312,6.767531190023923,39.95420515841594,269.7243937140413,Female,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
CUST04313,32.79457829818691,82.23819698122848,2603.714441799119,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
CUST04314,22.88956020725646,78.9374813124875,1800.0747491180284,Female,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,No
CUST04315,24.194449733746875,100.9652929343587,2395.6655730392845,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST04316,1.2157352488867006,79.60120598443199,48.29951819943126,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes
CUST04317,69.02098275364297,89.99905877992944,6286.541107143331,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No
CUST04318,3.1366558788025807,21.101238622654396,28.748242265770855,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No
CUST04319,56.305864828525536,76.30866050732322,4323.936019051845,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
CUST04320,64.84354891621369,110.22185735952864,7093.180756532944,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No
CUST04321,70.85741700684056,20.643724917976304,1563.2980089060202,Male,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No
CUST04322,14.121708623901903,80.35120307904967,1071.3878451671253,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST04323,1.7391833920341133,70.08521873849982,160.98736405341293,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST04324,31.90555745850557,83.66206423189513,2774.922711624426,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,Yes
CUST04325,39.84099282143684,67.96570182396273,2748.622628102208,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,No
CUST04326,1.791784242424665,20.77212973183516,24.893187255285792,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
CUST04327,0.9544375676735529,88.92585295070106,76.36138944653804,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes
CUST04328,7.1937971315542875,69.79783628473355,477.5849092786173,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No
CUST04329,14.813610469230046,50.92755353648883,715.2336182125415,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST04330,17.046589542031544,94.3697305828803,1574.0944246408505,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes
CUST04331,19.16375371047484,78.08614179038835,1488.7705780011438,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04332,70.56388529989792,25.140558024862763,1861.771668417314,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
CUST04333,53.74127805968591,60.114670321708694,3276.777209108661,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),No
CUST04334,31.00896385677995,90.45764890242658,2953.5643748196903,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
CUST04335,11.152719416351724,76.48108733152813,840.6646472427406,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
CUST04336,17.710644809734184,84.94544899454573,1449.9220329050452,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No
CUST04337,72.51183169954749,109.80365575849567,7749.482244939182,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
CUST04338,70.61144313829217,99.18406915483357,6937.162011271526,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
CUST04339,5.0381014718932065,45.698872103839356,192.1734882686502,Male,No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No
CUST04340,37.99735156932018,68.90873306044821,2673.13131553674,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),No
CUST04341,4.551040549543345,49.063268682401294,250.67479884073506,Male,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST04342,1.9336872607207043,44.498522093130866,115.24317395595511,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04343,52.418370761303194,59.769962976873565,3132.0145082048934,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),No
CUST04344,7.881466642025143,75.89713912231372,627.5843151728261,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04345,68.23655467168312,80.44409110075813,5344.6150828889695,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No
CUST04346,69.01085543199967,20.303019341117466,1410.5318301570421,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No
CUST04347,41.786021843160924,66.24655232460054,2712.424678439908,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
CUST04348,49.756403658036945,99.99604508368456,5027.981103963796,Female,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
CUST04349,0.7156389094949258,18.85458083845731,10.848458068893192,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes
CUST04350,1.4439691664579613,80.39193675056435,123.75648728820794,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04351,33.16044441329906,44.60896428191098,1452.7238950049268,Male,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No
CUST04352,7.288111093585221,20.470814279438212,169.06469068801536,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST04353,64.13734353564337,91.83748173159259,5934.459559459597,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
CUST04354,1.257312253578244,74.99043639785332,55.39318531909572,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
CUST04355,58.87810710592766,20.28506568285937,1215.0824474222898,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
CUST04356,6.5023633588071945,50.342898402683375,325.139469560235,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
CUST04357,3.026062377503325,18.668857173847183,47.73552032355251,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No
CUST04358,15.161567323643757,20.30523215800156,285.5128936332189,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
CUST04359,13.015698563277574,64.71168561174646,850.7187474368702,Male,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,No
CUST04360,23.074507116146403,98.83155777960691,2234.9134378488848,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
CUST04361,30.761963464241326,89.44008167502281,2796.9590593886905,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,No
CUST04362,29.544747988030966,58.52417662764008,1687.206315733748,Male,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,No
CUST04363,49.32888303347101,21.415351567354264,1057.7536691166813,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No
CUST04364,56.18506175873815,86.028734276127,4916.365871739263,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
CUST04365,63.01009154171898,80.11402425259276,4973.171989956288,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),No
CUST04366,63.29726505786962,79.79065565249101,5071.158338710275,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No
CUST04367,23.906447981130928,79.37239168745768,1839.5386120297705,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No
CUST04368,35.607990092243085,54.26214153139865,2026.2960372775333,Male,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),No
CUST04369,9.250423525916469,81.10612653934578,727.349274565736,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
CUST04370,3.0787247752511666,24.432187962166537,81.65643341779635,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
CUST04371,20.852378601604862,81.26383225244018,1729.1116804048393,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No
CUST04372,12.824561427267586,24.72839500614355,357.6480019040979,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No
CUST04373,1.033670847154246,20.02745185194582,1.8528280645129804,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
CUST04374,25.170580469765465,20.310416598248807,503.7975970162628,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No
CUST04375,70.88744236982575,19.296767442961528,1375.798941339334,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No
CUST04376,65.9216064960916,113.983690714205,7391.1579924421285,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No
CUST04377,45.07216813956668,100.25180225375699,4459.657775636188,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,No
CUST04378,21.95894460182225,80.16629023488599,1705.0335046398043,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No
CUST04379,67.02035148496965,21.12975527197025,1326.1939070792025,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No
CUST04380,68.49097462828563,89.85642008090122,5948.16944849593,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),No
